portuguese,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Present
amolecimento,0,0,0,0,0,0,0,0,0,0,0
amônia,0,0,0,0,1,0,0,0,0,0,1
amontoado,0,0,0,0,0,0,0,0,0,0,0
amor,1,0,0,1,0,0,1,1,0,1,1
amora,0,0,0,0,0,0,0,0,0,0,0
amorfo,0,0,0,0,0,0,0,0,0,0,0
amoroso,1,0,0,0,0,0,1,0,0,1,1
amortecedor,0,1,0,0,0,0,0,0,0,0,1
amortecido,0,0,0,0,0,0,0,0,0,0,0
amortecimento,0,0,0,0,0,0,0,0,0,0,0
amortização,0,0,0,0,0,0,0,0,0,1,1
ampersa,0,0,0,0,0,0,0,0,0,0,0
ampla,0,0,0,0,0,0,0,0,0,0,0
amplamente,0,0,0,0,0,0,0,0,0,0,0
ampliado,0,0,0,0,0,0,0,0,0,0,0
ampliar,1,0,0,0,0,0,0,0,0,0,1
amplificação,0,0,0,0,0,0,0,0,0,0,0
amplificar,0,0,0,0,0,0,0,0,0,0,0
amplitude,0,0,0,0,0,0,0,0,0,0,0
ampulheta,0,0,0,0,0,0,0,0,0,0,0
amputação,0,0,0,0,0,0,0,0,0,0,0
amuleto,0,0,0,0,0,0,0,0,0,0,0
anaconda,0,1,0,0,1,1,0,0,0,0,1
anais,0,0,0,0,0,0,0,0,0,0,0
anal,0,1,0,0,0,0,0,0,0,0,1
analfabetos,0,1,0,0,1,0,0,0,0,0,1
analgésico,0,0,0,0,0,0,0,0,0,0,0
analisador,0,0,0,0,0,0,0,0,0,0,0
analisar,0,0,0,0,0,0,0,0,0,0,0
análise,0,0,0,0,0,0,0,0,0,0,0
análise de urina,0,0,0,0,0,0,0,0,0,0,0
analista,1,0,0,1,0,0,0,0,0,1,1
analítico,0,0,0,0,0,0,0,0,0,0,0
analogia,0,0,0,0,0,0,0,0,0,0,0
análogo,0,0,0,0,0,0,0,0,0,0,0
anão,0,0,0,0,0,0,0,0,0,0,0
anarquia,0,1,1,0,0,1,0,0,0,0,1
anarquismo,0,1,1,0,0,1,0,0,0,0,1
anarquista,0,1,1,0,0,1,0,0,0,0,1
anastomose,0,0,0,0,0,0,0,0,0,0,0
anátema,0,1,1,0,1,1,0,1,0,0,1
anatomia,0,0,0,0,0,0,0,0,0,0,0
anatômico,0,0,0,0,0,0,0,0,0,0,0
ancestral,0,0,0,0,0,0,0,0,0,1,1
anciãos,1,0,0,0,0,0,0,0,0,1,1
ancinho,0,0,0,0,0,0,0,0,0,0,0
âncora,1,0,0,0,0,0,0,0,0,0,1
ancorado,0,1,0,0,0,0,0,0,0,0,1
ancoragem,1,0,0,0,0,0,0,1,0,0,1
andador,0,0,0,0,0,0,0,0,0,0,0
andaime,0,1,0,0,0,1,0,0,0,0,1
andaimes,0,0,0,0,0,0,0,0,0,0,0
andar,0,0,0,0,0,0,0,0,0,0,0
andar de cima,0,0,0,0,0,0,0,0,0,0,0
andorinha,0,0,0,0,0,0,0,0,0,0,0
andrógeno,0,0,0,0,0,0,0,0,0,0,0
anel,0,0,0,0,0,0,0,0,0,0,0
anêmona,0,0,0,0,0,0,0,0,0,0,0
anestesia,0,0,0,0,0,0,0,0,0,0,0
anestésico,0,0,0,0,0,0,0,0,0,0,0
anexação,0,0,0,0,0,0,0,0,0,0,0
anexar,0,0,0,0,0,0,0,0,0,0,0
anexo,0,0,0,0,0,0,0,0,0,0,0
anfetaminas,0,1,0,0,1,0,0,0,0,0,1
anfíbio,0,0,0,0,0,0,0,0,0,0,0
anfiteatro,0,0,0,0,0,0,0,0,0,0,0
angélico,1,0,0,0,0,0,1,0,0,1,1
angina,0,1,0,0,0,1,0,0,0,0,1
angiografia,0,0,0,0,0,0,0,0,0,0,0
angra,0,0,0,0,0,0,0,0,0,0,0
angular,0,0,0,0,0,0,0,0,0,0,0
ângulo,0,0,0,0,0,0,0,0,0,0,0
angústia,0,1,1,0,0,1,0,1,0,0,1
angustiado,0,1,0,0,0,1,0,0,0,0,1
angustiante,0,1,0,0,0,1,0,0,0,0,1
anidro,0,0,0,0,0,0,0,0,0,0,0
animação,0,0,0,0,0,0,0,0,0,0,0
animado,1,0,0,0,0,0,1,0,0,0,1
animador,1,0,0,1,0,0,1,0,0,0,1
animal,0,1,0,0,0,0,0,0,0,0,1
animar,1,0,0,0,0,0,0,0,0,0,1
ânimo,0,1,1,0,0,0,0,0,0,0,1
animosidade,0,1,1,0,1,1,0,1,0,0,1
aninhado,0,0,0,0,0,0,0,0,0,0,0
aninhar,1,0,0,0,0,0,0,0,0,1,1
aniquilação,0,1,1,0,0,1,0,1,0,0,1
aniquilado,0,1,1,0,0,1,0,1,0,0,1
aniquilar,0,1,1,0,0,1,0,0,0,0,1
anistia,1,0,0,0,0,0,1,0,0,0,1
aniversário,1,0,0,1,0,0,1,0,1,0,1
anjo,1,0,0,1,0,0,1,0,1,1,1
ano,0,0,0,0,0,0,0,0,0,0,0
anoitecer,0,0,0,0,0,0,0,0,0,0,0
anomalia,0,1,0,0,0,1,0,0,1,0,1
anômalo,0,0,0,0,0,0,0,0,0,0,0
anon,0,0,0,0,0,0,0,0,0,0,0
anônimo,0,1,0,0,0,0,0,0,0,0,1
anormal,0,1,0,0,1,0,0,0,0,0,1
anos,0,0,0,0,0,0,0,0,0,0,0
anotação,0,0,0,0,0,0,0,0,0,0,0
anotado,0,1,0,0,0,0,0,0,0,0,1
anotar,0,0,0,0,0,0,0,0,0,0,0
anseio,1,1,0,1,0,0,1,0,0,1,1
ânsia,1,0,0,1,0,0,1,0,0,1,1
ansiando,0,0,0,1,0,0,0,0,0,0,1
ansiar,0,0,0,0,0,0,0,0,0,0,0
ansiedade,0,1,1,1,0,1,0,1,0,0,1
ansioso,0,1,0,1,0,1,0,0,0,0,1
antagônico,0,1,1,0,1,0,0,0,0,0,1
antagonismo,0,1,1,0,0,0,0,0,0,0,1
antagonista,0,1,1,0,0,0,0,0,0,0,1
antaño,0,0,0,0,0,0,0,0,0,0,0
antebraço,0,0,1,1,0,0,0,0,0,0,1
antecedente,0,0,0,0,0,0,0,0,0,0,0
anteceder,0,1,0,0,0,0,0,0,0,0,1
antecessor,0,0,0,0,0,0,0,0,0,0,0
antecipação,0,0,0,1,0,0,0,0,0,0,1
antecipatório,0,0,0,1,0,0,0,0,0,0,1
antena,0,0,0,0,0,0,0,0,0,0,0
anteparo,0,0,0,0,0,0,0,0,0,0,0
antepassado,0,0,0,0,0,0,0,0,0,0,0
antepassados,1,0,0,0,0,0,1,0,0,1,1
anterior,0,0,0,0,0,0,0,0,0,0,0
anteriormente,0,0,0,0,0,0,0,0,0,0,0
antes,0,0,0,0,0,0,0,0,0,0,0
antibiótico,0,0,0,0,0,0,0,0,0,0,0
antibióticos,1,0,0,0,0,0,0,0,0,0,1
anticristo,0,1,1,0,1,1,0,0,0,0,1
antídoto,1,0,0,1,0,0,0,0,0,1,1
antifúngico,1,0,0,0,0,0,0,0,0,1,1
antigo,0,1,0,0,0,0,0,0,0,0,1
antiguidade,1,0,0,0,0,0,0,0,0,0,1
antílope,0,0,0,0,0,0,0,0,0,0,0
antimônio,0,0,0,0,0,0,0,0,0,0,0
antipatia,0,1,1,0,1,0,0,0,0,0,1
antipático,0,1,1,0,0,0,0,0,0,0,1
antipatizar,0,1,1,0,1,0,0,0,0,0,1
antiquado,0,1,0,0,0,0,0,0,0,0,1
antiquário,0,0,0,0,0,0,0,0,0,0,0
antisséptico,1,0,0,0,0,0,0,0,0,1,1
antissocial,0,1,1,0,1,1,0,1,0,0,1
antítese,0,1,1,0,0,0,0,0,0,0,1
antitético,0,0,0,0,0,0,0,0,0,0,0
antiviral,0,0,0,0,0,0,0,0,0,0,0
antologia,0,0,0,0,0,0,0,0,0,0,0
antraz,0,1,0,0,1,1,0,1,0,0,1
antropologia,0,0,0,0,0,0,0,0,0,0,0
anual,0,0,0,0,0,0,0,0,0,0,0
anuário,0,0,0,0,0,0,0,0,0,0,0
anuidade,0,0,0,0,0,0,0,0,0,0,0
anulação,0,1,0,0,0,0,0,1,0,0,1
anular,0,1,0,0,0,1,0,0,0,0,1
anunciar,0,0,0,0,0,0,0,0,0,0,0
anúncio,0,0,0,1,0,0,0,0,0,0,1
anverso,0,0,0,0,0,0,0,0,0,0,0
ao ar livre,0,0,0,0,0,0,0,0,0,0,0
ao contrário,0,0,0,0,0,0,0,0,0,0,0
ao controle,0,0,0,0,0,0,0,0,0,0,0
ao lado,0,0,0,0,0,0,0,0,0,0,0
aorta,0,0,0,0,0,0,0,0,0,0,0
apache,0,1,0,0,0,1,0,0,0,0,1
apagamento,0,0,0,0,0,0,0,0,0,0,0
apagar,0,1,0,0,0,1,0,0,0,0,1
apaixonado,1,0,0,1,0,0,1,0,0,1,1
apalpar,0,1,0,0,0,0,0,0,0,0,1
aparador,0,0,0,0,0,0,0,0,0,0,0
aparar,0,0,0,0,0,0,0,0,0,0,0
aparelho,0,0,0,0,0,0,0,0,0,0,0
aparelhos,0,0,0,0,0,0,0,0,0,0,0
aparência,0,0,0,0,0,0,0,0,0,0,0
aparentado,0,0,0,0,0,0,0,0,0,1,1
aparentemente,0,0,0,0,0,0,0,0,0,0,0
aparição,0,0,0,0,0,1,0,0,1,0,1
apartamento,0,0,0,0,0,0,0,0,0,0,0
apatia,0,1,0,0,0,0,0,1,0,0,1
apático,0,1,0,0,0,0,0,1,0,0,1
apavorante,0,1,0,0,1,1,0,0,0,0,1
apaziguar,0,0,0,0,0,0,0,0,0,0,0
apedrejado,0,1,0,0,0,0,0,0,0,0,1
apelido,0,0,0,0,0,0,0,0,0,0,0
apêndice,0,0,0,0,0,0,0,0,0,0,0
apendicite,0,1,0,0,0,1,0,1,0,0,1
aperfeiçoar,1,0,0,0,0,0,0,0,0,0,1
aperitivo,0,0,0,0,0,0,0,0,0,0,0
apertado,0,1,0,0,0,0,0,0,0,0,1
apertando,0,0,0,0,0,0,0,0,0,0,0
apertar,0,0,1,0,0,0,0,0,0,0,1
aperto,0,0,0,0,0,0,0,0,0,0,0
apesar de,0,1,1,0,0,0,0,0,0,0,1
apetite,0,0,0,0,0,0,0,0,0,0,0
ápice,0,0,0,0,0,0,0,0,0,0,0
apito,0,0,0,0,0,0,0,0,0,0,0
aplainar,0,0,0,0,0,0,0,0,0,0,0
aplaudir,1,0,0,1,0,0,1,0,0,1,1
aplausos,1,0,0,0,0,0,1,0,1,1,1
aplicabilidade,0,0,0,0,0,0,0,0,0,0,0
aplicação,0,0,0,0,0,0,0,0,0,0,0
aplicável,0,0,0,0,0,0,0,0,0,0,0
aplique,0,0,0,0,0,0,0,0,0,0,0
apocalipse,0,1,1,1,1,1,0,1,0,0,1
apocalíptico,0,0,0,0,0,0,0,0,0,0,0
apodrecendo,0,1,0,0,1,0,0,0,0,0,1
apoiado,1,0,0,0,0,0,0,0,0,0,1
apoiador,1,0,0,0,0,0,1,0,0,1,1
apoiando,1,0,0,0,0,0,0,0,0,1,1
apoiante,0,0,0,0,0,0,0,0,0,1,1
apoiantes,0,0,0,0,0,0,0,0,0,0,0
apoiar,1,0,0,0,0,0,0,0,0,0,1
apologético,1,0,0,0,0,0,0,0,0,1,1
apologista,0,0,0,0,0,0,0,0,0,0,0
apontadamente,1,0,0,0,0,0,0,0,0,0,1
aposentado,0,0,0,0,0,0,0,0,0,0,0
aposentadoria,1,1,0,1,0,1,1,1,0,1,1
aposta,0,0,0,0,0,0,0,0,0,0,0
apostar,0,0,0,1,0,0,0,0,0,0,1
apostas,0,0,0,0,0,0,0,0,0,0,0
apostasia,0,0,0,0,0,0,0,0,0,0,0
apóstata,0,0,0,0,0,0,0,0,0,0,0
apostólico,0,0,0,0,0,0,0,0,0,1,1
apóstolo,1,0,0,0,0,0,0,0,0,1,1
apóstrofo,0,0,0,0,0,0,0,0,0,0,0
aprazível,1,0,0,1,0,0,1,0,1,1,1
apreciação,1,0,0,0,0,0,1,0,0,1,1
apreciar,1,0,0,1,0,0,1,0,0,1,1
apreciável,0,0,0,0,0,0,0,0,0,0,0
apreender,0,1,0,0,0,1,0,0,0,0,1
apreensão,0,0,0,0,0,1,0,0,0,0,1
apreensivo,0,1,0,1,0,1,0,0,0,0,1
aprendendo,1,0,0,0,0,0,0,0,0,0,1
aprender,1,0,0,0,0,0,0,0,0,0,1
aprendido,0,0,0,0,0,0,0,0,0,0,0
aprendiz,0,0,0,0,0,0,0,0,0,1,1
aprendizagem,0,0,0,0,0,0,0,0,0,0,0
apresentação,1,1,0,0,0,0,0,0,0,0,1
apresentar,0,0,0,0,0,0,0,0,0,0,0
apresentável,1,0,0,0,0,0,0,0,0,0,1
apressado,0,1,0,0,0,0,0,0,0,0,1
apressado,0,1,0,1,0,0,0,0,0,0,1
apressar,0,0,0,1,0,0,0,0,0,0,1
aprimorar,0,0,0,0,0,0,0,0,0,0,0
aprisionamento,0,1,1,0,1,1,0,1,0,0,1
aprisionar,0,1,0,0,0,0,0,0,0,0,1
aprofundar,0,0,0,0,0,0,0,0,0,0,0
apropriação,0,1,0,0,0,0,0,0,0,0,1
apropriação indevida,0,0,0,0,0,0,0,0,0,0,0
apropriado,1,0,0,1,0,0,1,0,0,1,1
aprovação,1,0,0,0,0,0,0,0,0,1,1
aprovando,1,0,0,0,0,0,0,0,0,0,1
aprovar,1,0,0,0,0,0,1,0,0,1,1
aproveitar,0,0,0,0,0,0,0,0,0,0,0
aproximação,0,0,0,0,0,0,0,0,0,0,0
aproximadamente,0,0,0,0,0,0,0,0,0,0,0
aproximado,0,0,0,0,0,0,0,0,0,0,0
aproximando,0,0,0,1,0,0,0,0,0,0,1
aprumo,1,0,0,0,0,0,0,0,0,0,1
aptidão,1,0,0,0,0,0,0,0,0,0,1
apto,1,0,0,0,0,0,0,0,0,0,1
apuração,0,0,0,0,0,0,0,0,0,0,0
aqua,0,0,0,0,0,0,0,0,0,0,0
aquamarine,0,0,0,0,0,0,0,0,0,0,0
aquário,0,0,0,0,0,0,0,0,0,0,0
aquático,0,0,0,0,0,0,0,0,0,0,0
aquecedor,0,0,0,0,0,0,0,0,0,0,0
aquecido,0,0,0,0,0,0,0,0,0,0,0
aquecimento,0,0,0,0,0,0,0,0,0,0,0
aqueduto,0,0,0,0,0,0,0,0,0,0,0
aqui,0,0,0,0,0,0,0,0,0,0,0
aquiescência,0,0,0,0,0,0,0,0,0,0,0
aquisição,0,0,0,0,0,0,0,0,0,0,0
aquisições,0,0,0,0,0,0,0,0,0,0,0
aquoso,0,1,0,0,0,0,0,0,0,0,1
ar,0,1,0,0,1,0,0,0,0,0,1
arado,0,0,0,0,0,0,0,0,0,0,0
arando,0,0,0,0,0,0,0,0,0,0,0
aranha,0,0,0,0,1,1,0,0,0,0,1
arauto,0,0,0,0,0,0,0,0,0,0,0
arável,0,0,0,0,0,0,0,0,0,0,0
arbitragem,0,0,0,1,0,0,0,0,0,0,1
arbitrar,0,0,0,0,0,0,0,0,0,0,0
árbitro,1,0,0,0,0,0,0,0,0,1,1
arborizado,1,0,0,0,0,0,0,0,0,0,1
arbusto,0,0,0,0,0,0,0,0,0,0,0
arbustos,0,0,0,0,0,0,0,0,0,0,0
arca,0,0,0,0,0,0,0,0,0,0,0
arcaico,0,1,0,0,0,0,0,0,0,0,1
arcebispo,0,0,0,0,0,0,0,0,0,0,0
arco,0,0,0,0,0,0,0,0,0,0,0
ardendo,0,0,0,0,0,0,0,0,0,0,0
ardente,1,0,0,1,0,0,1,0,0,0,1
ardil,0,1,0,0,0,0,0,0,0,0,1
ardiloso,0,0,0,0,0,0,0,0,1,0,1
ardor,1,0,0,0,0,0,0,0,0,0,1
ardósia,1,0,0,0,0,0,0,0,0,0,1
ardósias,0,0,0,0,0,0,0,0,0,0,0
árduo,0,1,0,0,0,0,0,0,0,0,1
área,0,0,0,0,0,0,0,0,0,0,0
área cultivada,0,0,0,0,0,0,0,0,0,0,0
areia,1,0,0,0,0,0,0,0,0,1,1
areias,0,0,0,0,0,0,0,0,0,0,0
arena,0,0,0,0,0,0,0,0,0,0,0
arenoso,0,0,0,0,0,0,0,0,0,0,0
aréola,0,0,0,0,0,0,0,0,0,0,0
argamassa,1,0,0,0,0,0,0,0,0,0,1
argila,0,0,0,0,0,0,0,0,0,0,0
argumentação,0,0,1,0,0,0,0,0,0,0,1
argumentar,0,1,1,0,0,0,0,0,0,0,1
argumentativo,0,1,0,0,0,0,0,0,0,0,1
argumento,0,1,1,0,0,0,0,0,0,0,1
argumentos,0,0,1,0,0,0,0,0,0,0,1
árido,0,1,0,0,0,0,0,1,0,0,1
aríete,0,1,1,1,0,0,0,0,0,0,1
aristocracia,1,0,0,0,0,0,0,0,0,0,1
aristocrata,0,0,0,0,0,0,0,0,0,0,0
aristocrático,1,0,0,0,0,0,0,0,0,0,1
aritmética,0,0,0,0,0,0,0,0,0,0,0
arma,0,0,0,0,0,0,0,0,0,0,0
arma de fogo,0,1,1,0,0,1,0,0,0,0,1
armada,0,0,0,0,0,0,0,0,0,0,0
armadilha,0,1,1,0,1,1,0,1,1,0,1
armadilhas,0,1,0,0,0,0,0,0,0,0,1
armado,1,1,1,0,0,1,0,0,0,0,1
armadura,0,0,0,0,0,0,0,0,0,0,0
armaduras,1,0,0,0,0,1,0,0,0,1,1
armamento,0,0,1,0,0,1,0,0,0,0,1
armamentos,0,1,0,0,0,1,0,0,0,0,1
armário,0,0,0,0,0,0,0,0,0,0,0
armário de roupa,0,0,0,0,0,0,0,0,0,0,0
armas de fogo,0,1,1,0,0,1,0,0,0,0,1
armazém,0,0,0,0,0,0,0,0,0,0,0
armazenamento,0,0,0,0,0,0,0,0,0,0,0
armazenando,0,0,0,0,0,0,0,0,0,0,0
arnês,0,0,0,0,0,0,0,0,0,0,0
aro,0,0,0,0,0,0,0,0,0,0,0
aroma,1,0,0,0,0,0,0,0,0,0,1
arqueado,0,0,0,0,0,0,0,0,0,0,0
arqueiro,0,0,0,0,0,0,0,0,0,0,0
arqueologia,1,0,0,1,0,0,0,0,0,0,1
arqueológico,0,0,0,0,0,0,0,0,0,0,0
arqueólogo,0,0,0,0,0,0,0,0,0,0,0
arquétipo,0,0,0,0,0,0,0,0,0,0,0
arquipélago,0,0,0,0,0,0,0,0,0,0,0
arquiteto,0,0,0,0,0,0,0,0,0,0,0
arquitetura,0,0,0,0,0,0,0,0,0,1,1
arquivado,0,1,0,0,0,0,0,0,0,0,1
arquivamento,0,0,0,0,0,0,0,0,0,0,0
arquivo,0,0,0,0,0,0,0,0,0,0,0
arraigado,0,0,0,0,0,0,0,0,0,0,0
arranca,0,0,0,0,0,0,0,0,0,0,0
arrancar,0,1,0,0,0,0,0,0,0,0,1
arranha-céu,0,0,0,0,0,0,0,0,0,0,0
arranjado,0,0,0,0,0,0,0,0,0,0,0
arranjo,0,0,0,0,0,0,0,0,0,0,0
arrasar,0,1,1,0,0,0,0,0,0,0,1
arrastando,0,0,0,0,0,0,0,0,0,0,0
arrastar,0,0,0,0,0,0,0,0,0,0,0
arrebatado,1,0,0,0,0,0,1,0,1,1,1
arrebatar,0,0,0,0,0,0,0,0,0,0,0
arredondado,0,0,0,0,0,0,0,0,0,0,0
arredondar para cima,0,0,0,0,0,0,0,0,0,0,0
arredores,0,0,0,0,0,0,0,0,0,0,0
arrendamento,1,0,0,0,0,0,0,0,0,0,1
arrepender,0,1,0,0,0,0,0,1,0,0,1
arrepender-se,1,0,0,0,0,1,0,0,0,0,1
arrependimento,0,0,0,0,0,0,0,0,0,0,0
arrepio,0,1,1,1,0,1,0,1,0,0,1
arriscado,0,1,0,1,0,1,0,0,0,0,1
arrogância,0,1,0,0,0,0,0,0,0,0,1
arrogante,0,1,1,0,1,0,0,0,0,0,1
arroz,0,0,0,0,0,0,0,0,0,0,0
arrufo,0,1,1,0,0,0,0,0,0,0,1
arruinado,0,1,1,0,1,1,0,1,0,0,1
arrumar,0,0,0,0,0,0,0,0,0,0,0
arsenal,0,0,0,0,0,0,0,0,0,1,1
arsênico,0,1,0,0,1,1,0,1,0,0,1
arte,1,0,0,1,0,0,1,1,1,0,1
artéria,0,0,0,0,0,0,0,0,0,0,0
artesanato,0,0,0,0,0,0,0,0,0,0,0
artesão,1,0,0,0,0,0,0,0,0,0,1
ártico,0,0,0,0,0,0,0,0,0,0,0
articulação,1,0,0,0,0,0,0,0,0,0,1
articular,1,0,0,0,0,0,0,0,0,0,1
artifício,0,0,0,0,0,0,0,0,0,0,0
artigo,0,0,0,0,0,0,0,0,0,0,0
artigos,0,0,0,0,0,0,0,0,0,0,0
artilharia,0,1,0,0,0,1,0,0,0,0,1
artilheiro,0,0,0,0,0,0,0,0,0,0,0
artista,1,0,0,0,0,0,0,0,0,0,1
artistas,0,0,0,0,0,0,0,0,0,0,0
artístico,1,0,0,0,0,0,0,0,0,0,1
artrópode,0,0,0,0,0,0,0,0,0,0,0
árvore,1,0,1,1,1,0,1,0,1,1,1
arvoredo,0,0,0,0,0,0,0,0,0,0,0
ás,1,0,0,0,0,0,0,0,0,0,1
asa,0,0,0,0,0,0,0,0,0,0,0
ascendência,1,0,0,0,0,0,0,0,0,0,1
ascender,1,0,0,0,0,0,0,0,0,0,1
ascensão,0,0,0,0,0,0,0,0,0,0,0
ascético,0,0,0,0,0,0,0,0,0,0,0
asfalto,0,0,0,0,0,0,0,0,0,0,0
asfixia,0,1,1,0,0,1,0,0,0,0,1
asfixiar,0,1,1,0,1,1,0,1,0,0,1
asilo,0,1,0,0,0,1,0,0,0,0,1
asno,0,1,0,0,1,0,0,0,0,0,1
aspartame,0,0,0,0,0,0,0,0,0,0,0
aspecto,0,0,0,0,0,0,0,0,0,0,0
aspectos,0,0,0,0,0,0,0,0,0,0,0
aspereza,0,1,1,0,0,1,0,0,0,0,1
áspero,0,1,0,0,0,0,0,0,0,0,1
aspersão,0,0,0,0,0,0,0,0,0,0,0
áspide,0,0,0,0,0,1,0,0,0,0,1
aspiração,1,0,0,1,0,0,1,0,1,1,1
aspirando,1,0,0,1,0,0,1,0,0,1,1
aspirar,1,0,0,1,0,0,1,0,0,0,1
asqueroso,0,1,1,0,1,1,0,0,0,0,1
assado,0,0,0,0,0,0,0,0,0,0,0
assaltante,0,1,1,0,1,1,0,1,0,0,1
assalto,0,1,1,0,0,1,0,0,1,0,1
assar,0,1,1,0,0,0,0,0,0,0,1
assassinar,0,1,1,0,0,1,0,0,0,0,1
assassinato,0,1,1,0,1,1,0,1,1,0,1
assassino,0,1,1,0,1,1,0,1,0,0,1
assediar,0,0,1,0,0,0,0,0,0,0,1
assegurar,0,0,0,0,0,0,0,0,0,1,1
assemelham-se,0,0,0,0,0,0,0,0,0,0,0
assento,0,0,0,0,0,0,0,0,0,0,0
assessor,0,0,0,0,0,0,0,0,0,1,1
assimetria,0,0,0,0,1,0,0,0,0,0,1
assimétrico,0,0,0,0,0,0,0,0,0,0,0
assimilação,0,0,0,0,0,0,0,0,0,0,0
assimilar,0,0,0,0,0,0,0,0,0,0,0
assinatura,0,0,0,0,0,0,0,0,0,1,1
assintótico,0,0,0,0,0,0,0,0,0,0,0
assistência,1,0,0,0,0,0,0,0,0,0,1
assistente,0,0,0,0,0,0,0,0,0,0,0
assistir,0,0,0,1,0,1,0,0,0,0,1
associação,0,0,0,0,0,0,0,0,0,1,1
associado,1,0,0,0,0,0,0,0,0,1,1
assombrada,0,1,0,0,0,1,0,1,0,0,1
assombro,0,1,0,0,0,1,0,0,0,0,1
assombroso,0,1,0,0,0,0,0,0,0,0,1
assumindo,0,0,0,0,0,0,0,0,0,0,0
assumiu,0,0,0,0,0,0,0,0,0,0,0
assustado,0,1,0,0,0,1,0,0,1,0,1
assustador,0,1,0,0,0,1,0,0,0,0,1
asterisco,0,0,0,0,0,0,0,0,0,0,0
asteróides,0,0,0,0,0,0,0,0,0,0,0
astigmatismo,0,0,0,0,0,0,0,0,0,0,0
astral,0,0,0,0,0,0,0,0,0,0,0
astrologia,0,0,0,0,0,0,0,0,0,0,0
astrólogo,1,0,0,1,0,0,0,0,0,0,1
astronauta,1,0,0,0,0,0,0,0,0,0,1
astronomia,0,0,0,0,0,0,0,0,0,0,0
astrônomo,1,0,0,1,0,0,0,0,0,0,1
astúcia,0,1,0,0,0,0,0,0,0,0,1
astuto,1,0,0,0,0,0,0,0,0,0,1
astuto,0,1,1,0,1,1,0,0,0,0,1
atacante,0,1,1,0,1,1,0,1,1,0,1
atacar,0,0,1,0,0,0,0,0,1,0,1
atado,0,1,0,0,0,1,0,1,0,0,1
ataque,0,1,1,0,0,1,0,0,1,0,1
atarracado,0,0,0,0,0,0,0,0,0,0,0
até agora,0,1,0,0,0,0,0,0,0,0,1
ateísmo,0,1,0,0,0,0,0,0,0,0,1
atelier,0,0,0,0,0,0,0,0,0,0,0
atenção,1,0,0,0,0,0,0,0,0,0,1
atenção plena,1,0,0,0,0,0,0,0,0,0,1
atenciosa,1,0,0,0,0,0,0,0,0,1,1
atencioso,1,0,0,0,0,0,0,0,0,1,1
atendente,1,0,0,0,0,0,0,0,0,1,1
atender,1,0,0,0,0,0,0,0,0,0,1
atento,1,0,0,0,0,0,0,0,0,0,1
atenuação,0,1,0,0,0,0,0,1,0,0,1
atenuada,0,1,0,0,0,0,0,0,0,0,1
atenuar,0,0,0,0,0,0,0,0,0,0,0
aterosclerose,0,1,0,0,0,1,0,1,0,0,1
aterrado,0,1,0,0,0,1,0,1,0,0,1
aterrador,0,1,0,1,0,1,0,0,1,0,1
aterrissagem,0,0,0,0,0,0,0,0,0,0,0
aterro,0,0,0,0,0,0,0,0,0,0,0
aterrorizar,0,1,1,0,0,1,0,1,0,0,1
atestado,0,0,0,0,0,0,0,0,0,1,1
atestar,1,0,0,0,0,0,0,0,0,1,1
ateu,0,0,0,0,0,0,0,0,0,0,0
atingir,0,0,0,0,0,0,0,0,0,0,0
atingiu o pico,0,0,0,0,0,0,0,0,0,0,0
atingível,1,0,0,1,0,0,0,0,0,0,1
atirador,0,0,0,0,0,1,0,0,0,0,1
atirar,0,1,1,0,0,1,0,0,0,0,1
atitude,0,0,0,0,0,0,0,0,0,0,0
atividade,0,0,0,0,0,0,0,0,0,0,0
ativista,0,0,0,0,0,0,0,0,0,0,0
ativo,0,0,0,0,0,0,0,0,0,0,0
ativos,1,0,0,0,0,0,0,0,0,0,1
atlas,0,0,0,0,0,0,0,0,0,0,0
atleta,1,0,0,0,0,0,0,0,0,0,1
atlético,1,0,0,0,0,0,0,0,0,0,1
atletismo,0,0,0,0,0,0,0,0,0,0,0
atmosfera,0,0,0,0,0,0,0,0,0,0,0
atmosférico,0,0,0,0,0,0,0,0,0,0,0
ato,0,0,0,0,0,0,0,0,0,1,1
atol,0,0,0,0,0,0,0,0,0,0,0
atoleiro,0,1,0,0,1,0,0,0,0,0,1
atômico,0,0,0,0,0,0,0,0,0,0,0
átomo,1,0,0,0,0,0,0,0,0,0,1
ator,0,0,0,0,0,0,0,0,0,0,0
atordoado,0,1,0,0,0,1,0,0,1,0,1
atração,1,0,0,0,0,0,0,0,0,0,1
atracar,1,0,0,0,0,0,0,0,0,0,1
atraente,1,0,0,0,0,0,0,0,0,0,1
atrair,0,1,0,0,0,0,0,0,0,0,1
atrás,0,0,0,0,0,0,0,0,0,0,0
atrasado,0,1,1,1,1,0,0,1,0,0,1
atraso,0,1,0,0,0,0,0,0,0,0,1
atrasos,0,1,0,0,0,0,0,0,0,0,1
atratividade,1,0,0,0,0,0,0,0,0,0,1
atravessar,0,0,0,0,0,0,0,0,0,0,0
atribuição,0,0,0,0,0,0,0,0,0,0,0
atribuir,0,0,0,0,0,0,0,0,0,0,0
atribuível,0,0,0,0,0,0,0,0,0,0,0
atributo,0,0,0,0,0,0,0,0,0,0,0
átrio,0,0,0,0,0,0,0,0,0,0,0
